1.3377125263214111	-11.420873641967773	643	407540	436086
1.3377125263214111	-11.395795822143555	643	407540	216540
1.3377125263214111	-11.310661315917969	643	407540	368165
1.3377125263214111	-11.410245895385742	643	407540	521563
1.3377125263214111	-11.418706893920898	643	407540	570692
1.3377125263214111	-11.356732368469238	643	407540	350655
1.3377125263214111	-11.061448097229004	643	407540	462050
1.3377125263214111	-11.40441608428955	643	407540	468485
1.3377125263214111	-11.183361053466797	643	407540	352477
1.3377125263214111	-11.107830047607422	643	407540	161296
1.3377125263214111	-11.400555610656738	643	407540	574258
1.3377125263214111	-11.399430274963379	643	407540	362553
1.3377125263214111	-11.445587158203125	643	407540	160844
1.3377125263214111	-11.326153755187988	643	407540	59327
1.3377125263214111	-11.368232727050781	643	407540	405072
1.3377125263214111	-11.42483139038086	643	407540	355785
1.3377125263214111	-11.31387710571289	643	407540	463476
1.3377125263214111	-11.371118545532227	643	407540	401169
1.3377125263214111	-11.41253662109375	643	407540	233253
1.3377125263214111	-11.39746379852295	643	407540	405848
-0.803918719291687	-11.420873641967773	643	73891	436086
-0.803918719291687	-11.395795822143555	643	73891	216540
-0.803918719291687	-11.310661315917969	643	73891	368165
-0.803918719291687	-11.410245895385742	643	73891	521563
-0.803918719291687	-11.418706893920898	643	73891	570692
-0.803918719291687	-11.356732368469238	643	73891	350655
-0.803918719291687	-11.061448097229004	643	73891	462050
-0.803918719291687	-11.40441608428955	643	73891	468485
-0.803918719291687	-11.183361053466797	643	73891	352477
-0.803918719291687	-11.107830047607422	643	73891	161296
-0.803918719291687	-11.400555610656738	643	73891	574258
-0.803918719291687	-11.399430274963379	643	73891	362553
-0.803918719291687	-11.445587158203125	643	73891	160844
-0.803918719291687	-11.326153755187988	643	73891	59327
-0.803918719291687	-11.368232727050781	643	73891	405072
-0.803918719291687	-11.42483139038086	643	73891	355785
-0.803918719291687	-11.31387710571289	643	73891	463476
-0.803918719291687	-11.371118545532227	643	73891	401169
-0.803918719291687	-11.41253662109375	643	73891	233253
-0.803918719291687	-11.39746379852295	643	73891	405848
4.282199382781982	-11.427764892578125	767	590080	442992
4.282199382781982	-11.227027893066406	767	590080	231306
4.282199382781982	-11.386128425598145	767	590080	537008
4.282199382781982	-11.453742980957031	767	590080	456222
4.282199382781982	-11.369258880615234	767	590080	220296
4.282199382781982	-11.49280071258545	767	590080	314898
4.282199382781982	-11.444788932800293	767	590080	207314
